Class,no of chars,No of capitalised words,No of words with all caps,Single digits,more than one Digits,single letters,only letters,letters and numbers,single chars,Ratio to upper to lower chars,Ratio of upper to all chars,Ratio of Digits to all chars,Ration of non alphanumeric to all chars,Count of max repeating char,max of character lengths,minimum char diversity
0,67,0,0,0,0,0,11,0,1,0.0,0.0,0.0,0.1791044776119403,2,9,2.333333333333333
0,22,4,0,0,0,0,3,0,0,0.2857142857142857,0.18181818181818182,0.0,0.18181818181818182,1,7,1.5714285714285714
0,76,1,1,0,0,1,12,0,1,0.03636363636363636,0.02631578947368421,0.0,0.25,4,9,3.111111111111111
0,79,2,1,0,0,0,11,0,1,0.05357142857142857,0.0379746835443038,0.0,0.25316455696202533,4,9,3.2222222222222223
0,22,4,1,0,0,0,3,0,0,0.38461538461538464,0.22727272727272727,0.0,0.18181818181818182,1,7,1.5714285714285714
0,75,1,0,0,0,0,11,0,1,0.017857142857142856,0.013333333333333334,0.0,0.24,4,9,3.0
0,79,2,1,0,0,0,11,0,1,0.05357142857142857,0.0379746835443038,0.0,0.25316455696202533,4,9,3.2222222222222223
0,22,4,0,0,0,0,3,0,0,0.2857142857142857,0.18181818181818182,0.0,0.18181818181818182,1,7,1.5714285714285714
0,75,1,0,0,0,0,11,0,1,0.017857142857142856,0.013333333333333334,0.0,0.24,4,9,3.0
0,75,1,1,0,0,0,11,0,1,0.03636363636363636,0.02666666666666667,0.0,0.24,4,9,3.0
0,22,4,0,0,0,0,3,0,0,0.2857142857142857,0.18181818181818182,0.0,0.18181818181818182,1,7,1.5714285714285714
0,75,1,0,0,0,0,11,0,1,0.017857142857142856,0.013333333333333334,0.0,0.24,4,9,3.0
0,58,2,0,0,0,0,9,0,0,0.043478260869565216,0.034482758620689655,0.0,0.1724137931034483,1,8,2.25
0,22,4,1,0,0,0,3,0,0,0.38461538461538464,0.22727272727272727,0.0,0.18181818181818182,1,7,1.5714285714285714
0,22,4,0,0,0,0,3,0,0,0.2857142857142857,0.18181818181818182,0.0,0.18181818181818182,1,7,1.5714285714285714
0,75,1,0,0,0,0,11,0,1,0.017857142857142856,0.013333333333333334,0.0,0.24,4,9,3.0
0,46,1,0,0,0,0,6,0,0,0.025,0.021739130434782608,0.0,0.10869565217391304,2,12,1.4166666666666667
0,50,2,0,0,0,0,6,0,0,0.04878048780487805,0.04,0.0,0.14,2,12,1.5833333333333335
0,75,1,0,0,0,0,11,0,1,0.017857142857142856,0.013333333333333334,0.0,0.24,4,9,3.0
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,64,5,0,0,0,0,5,0,0,0.1590909090909091,0.109375,0.0,0.203125,2,12,1.8333333333333333
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,51,6,0,0,0,0,2,0,0,0.17647058823529413,0.11764705882352941,0.0,0.21568627450980393,2,11,1.8181818181818183
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,22,2,0,0,0,0,1,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,1,11,1.0909090909090908
0,50,1,0,0,0,0,5,0,0,0.023809523809523808,0.02,0.0,0.14,1,13,1.4545454545454546
0,50,1,0,0,0,0,5,0,0,0.023809523809523808,0.02,0.0,0.14,1,13,1.4545454545454546
0,46,3,1,0,0,0,3,0,0,0.15151515151515152,0.10869565217391304,0.0,0.17391304347826086,2,11,1.5454545454545454
0,50,1,0,0,0,0,5,0,0,0.023809523809523808,0.02,0.0,0.14,1,13,1.4545454545454546
0,29,3,0,0,0,0,2,0,0,0.19047619047619047,0.13793103448275862,0.0,0.13793103448275862,1,11,1.1818181818181819
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,50,1,0,0,0,0,5,0,0,0.023809523809523808,0.02,0.0,0.14,1,13,1.4545454545454546
0,50,1,0,0,0,0,5,0,0,0.023809523809523808,0.02,0.0,0.14,1,13,1.4545454545454546
0,23,1,0,0,0,0,1,0,0,0.0625,0.043478260869565216,0.0,0.2608695652173913,1,11,1.3636363636363638
0,51,1,0,0,0,0,5,0,0,0.023809523809523808,0.0196078431372549,0.0,0.1568627450980392,1,13,1.5454545454545454
0,51,1,0,0,0,0,5,0,0,0.023809523809523808,0.0196078431372549,0.0,0.1568627450980392,1,13,1.5454545454545454
0,51,1,0,0,0,0,5,0,0,0.023809523809523808,0.0196078431372549,0.0,0.1568627450980392,1,13,1.5454545454545454
0,35,2,0,0,0,0,0,0,0,0.125,0.08571428571428572,0.0,0.22857142857142856,2,11,1.5454545454545454
0,64,3,0,0,0,0,4,0,0,0.10869565217391304,0.078125,0.0,0.203125,3,18,1.6111111111111112
0,65,3,0,0,0,0,4,0,0,0.10869565217391304,0.07692307692307693,0.0,0.2153846153846154,3,18,1.6666666666666665
0,35,2,0,0,0,0,0,0,0,0.125,0.08571428571428572,0.0,0.22857142857142856,2,11,1.5454545454545454
0,17,1,0,0,0,0,1,0,0,0.07692307692307693,0.058823529411764705,0.0,0.17647058823529413,2,11,1.0909090909090908
0,33,2,1,0,0,0,2,0,0,0.21052631578947367,0.12121212121212122,0.0,0.30303030303030304,3,11,1.7272727272727273
0,29,3,0,0,0,0,2,0,0,0.19047619047619047,0.13793103448275862,0.0,0.13793103448275862,1,11,1.1818181818181819
0,29,3,0,0,0,0,2,0,0,0.19047619047619047,0.13793103448275862,0.0,0.13793103448275862,1,11,1.1818181818181819
0,33,2,1,0,0,0,2,0,0,0.21052631578947367,0.12121212121212122,0.0,0.30303030303030304,3,11,1.7272727272727273
0,33,2,1,0,0,0,2,0,0,0.21052631578947367,0.12121212121212122,0.0,0.30303030303030304,3,11,1.7272727272727273
0,64,3,0,0,0,0,4,0,0,0.10869565217391304,0.078125,0.0,0.203125,3,18,1.6111111111111112
0,64,3,0,0,0,0,4,0,0,0.10869565217391304,0.078125,0.0,0.203125,3,18,1.6111111111111112
0,33,2,1,0,0,0,2,0,0,0.21052631578947367,0.12121212121212122,0.0,0.30303030303030304,3,11,1.7272727272727273
0,64,3,0,0,0,0,4,0,0,0.10869565217391304,0.078125,0.0,0.203125,3,18,1.6111111111111112
0,29,3,0,0,0,0,2,0,0,0.19047619047619047,0.13793103448275862,0.0,0.13793103448275862,1,11,1.1818181818181819
0,29,3,0,0,0,0,2,0,0,0.19047619047619047,0.13793103448275862,0.0,0.13793103448275862,1,11,1.1818181818181819
0,50,1,0,0,0,0,5,0,0,0.023809523809523808,0.02,0.0,0.14,1,13,1.4545454545454546
0,50,1,0,0,0,0,5,0,0,0.023809523809523808,0.02,0.0,0.14,1,13,1.4545454545454546
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,50,1,0,0,0,0,5,0,0,0.023809523809523808,0.02,0.0,0.14,1,13,1.4545454545454546
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,30,1,0,0,0,0,1,0,0,0.041666666666666664,0.03333333333333333,0.0,0.16666666666666666,1,11,1.2727272727272727
0,50,1,0,0,0,0,5,0,0,0.023809523809523808,0.02,0.0,0.14,1,13,1.4545454545454546
0,30,1,0,0,0,0,1,0,0,0.041666666666666664,0.03333333333333333,0.0,0.16666666666666666,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,30,1,0,0,0,0,1,0,0,0.041666666666666664,0.03333333333333333,0.0,0.16666666666666666,1,11,1.2727272727272727
0,27,1,0,0,0,0,2,0,0,0.045454545454545456,0.037037037037037035,0.0,0.14814814814814814,1,11,1.1818181818181819
0,27,1,0,0,0,0,2,0,0,0.045454545454545456,0.037037037037037035,0.0,0.14814814814814814,1,11,1.1818181818181819
0,27,1,0,0,0,0,2,0,0,0.045454545454545456,0.037037037037037035,0.0,0.14814814814814814,1,11,1.1818181818181819
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,29,3,0,0,0,0,2,0,0,0.19047619047619047,0.13793103448275862,0.0,0.13793103448275862,1,11,1.1818181818181819
0,35,2,0,0,0,0,0,0,0,0.125,0.08571428571428572,0.0,0.22857142857142856,2,11,1.5454545454545454
0,40,6,0,0,0,0,6,0,0,0.23076923076923078,0.15,0.0,0.2,2,11,1.5454545454545454
0,40,6,0,0,0,0,6,0,0,0.23076923076923078,0.15,0.0,0.2,2,11,1.5454545454545454
0,27,1,0,0,0,0,2,0,0,0.045454545454545456,0.037037037037037035,0.0,0.14814814814814814,1,11,1.1818181818181819
0,29,3,0,0,0,0,2,0,0,0.19047619047619047,0.13793103448275862,0.0,0.13793103448275862,1,11,1.1818181818181819
0,27,1,0,0,0,0,2,0,0,0.045454545454545456,0.037037037037037035,0.0,0.14814814814814814,1,11,1.1818181818181819
0,30,1,0,0,0,0,1,0,0,0.041666666666666664,0.03333333333333333,0.0,0.16666666666666666,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,22,1,0,0,0,0,1,0,0,0.0625,0.045454545454545456,0.0,0.22727272727272727,1,11,1.2727272727272727
0,30,1,0,0,0,0,1,0,0,0.041666666666666664,0.03333333333333333,0.0,0.16666666666666666,1,11,1.2727272727272727
0,30,1,0,0,0,0,1,0,0,0.041666666666666664,0.03333333333333333,0.0,0.16666666666666666,1,11,1.2727272727272727
0,30,1,0,0,0,0,1,0,0,0.041666666666666664,0.03333333333333333,0.0,0.16666666666666666,1,11,1.2727272727272727
0,74,1,0,0,0,0,5,0,0,0.017857142857142856,0.013513513513513514,0.0,0.22972972972972974,2,11,2.3636363636363638
0,50,1,0,0,0,0,5,0,0,0.023809523809523808,0.02,0.0,0.14,1,13,1.4545454545454546
0,73,1,0,0,0,0,5,0,0,0.017857142857142856,0.0136986301369863,0.0,0.2191780821917808,2,11,2.272727272727273
0,30,1,0,0,0,0,1,0,0,0.041666666666666664,0.03333333333333333,0.0,0.16666666666666666,1,11,1.2727272727272727
0,73,1,0,0,0,0,5,0,0,0.017857142857142856,0.0136986301369863,0.0,0.2191780821917808,2,11,2.272727272727273
0,73,1,0,0,0,0,4,0,0,0.017857142857142856,0.0136986301369863,0.0,0.2191780821917808,2,11,2.272727272727273
0,80,1,0,0,0,0,5,0,0,0.017857142857142856,0.0125,0.0,0.2875,8,11,2.909090909090909
0,53,1,0,0,0,0,5,0,0,0.023255813953488372,0.018867924528301886,0.0,0.16981132075471697,2,11,1.6363636363636365
0,30,2,0,0,0,0,2,0,0,0.08333333333333333,0.06666666666666667,0.0,0.13333333333333333,2,11,1.1818181818181819
0,31,2,0,0,0,0,2,0,0,0.08333333333333333,0.06451612903225806,0.0,0.16129032258064516,2,11,1.2727272727272727
0,26,1,0,0,0,0,1,0,0,0.05,0.038461538461538464,0.0,0.19230769230769232,1,11,1.2727272727272727
0,26,1,0,0,0,0,1,0,0,0.05,0.038461538461538464,0.0,0.19230769230769232,1,11,1.2727272727272727
0,26,1,0,0,0,0,1,0,0,0.05,0.038461538461538464,0.0,0.19230769230769232,1,11,1.2727272727272727
0,30,2,0,0,0,0,2,0,0,0.08333333333333333,0.06666666666666667,0.0,0.13333333333333333,2,11,1.1818181818181819
0,27,3,0,0,0,0,2,0,0,0.21052631578947367,0.14814814814814814,0.0,0.14814814814814814,1,11,1.1818181818181819
0,48,1,0,0,0,0,4,0,0,0.02702702702702703,0.020833333333333332,0.0,0.20833333333333334,2,11,1.6363636363636362
0,48,1,0,0,0,0,4,0,0,0.02702702702702703,0.020833333333333332,0.0,0.20833333333333334,2,11,1.6363636363636362
0,27,3,0,0,0,0,2,0,0,0.21052631578947367,0.14814814814814814,0.0,0.14814814814814814,1,11,1.1818181818181819
0,30,2,0,0,0,0,2,0,0,0.08333333333333333,0.06666666666666667,0.0,0.13333333333333333,2,11,1.1818181818181819
0,31,2,0,0,0,0,2,0,0,0.08333333333333333,0.06451612903225806,0.0,0.16129032258064516,2,11,1.2727272727272727
0,48,1,0,0,0,0,4,0,0,0.02702702702702703,0.020833333333333332,0.0,0.20833333333333334,2,11,1.6363636363636362
0,27,3,0,0,0,0,2,0,0,0.21052631578947367,0.14814814814814814,0.0,0.14814814814814814,1,11,1.1818181818181819
0,31,2,0,0,0,0,2,0,0,0.08333333333333333,0.06451612903225806,0.0,0.16129032258064516,2,11,1.2727272727272727
0,30,2,0,0,0,0,2,0,0,0.08333333333333333,0.06666666666666667,0.0,0.13333333333333333,2,11,1.1818181818181819
0,31,2,0,0,0,0,2,0,0,0.08333333333333333,0.06451612903225806,0.0,0.16129032258064516,2,11,1.2727272727272727
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,22,1,0,0,0,0,4,0,0,0.07692307692307693,0.045454545454545456,0.0,0.36363636363636365,4,7,1.5714285714285714
0,28,3,0,0,0,0,3,0,0,0.13043478260869565,0.10714285714285714,0.0,0.07142857142857142,2,11,1.1818181818181819
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,39,1,0,0,0,0,3,0,0,0.037037037037037035,0.02564102564102564,0.0,0.28205128205128205,3,15,1.6666666666666665
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,31,1,0,0,0,0,7,0,0,0.041666666666666664,0.03225806451612903,0.0,0.1935483870967742,1,5,2.2
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,18,1,0,0,0,1,2,0,0,0.1,0.05555555555555555,0.0,0.3888888888888889,3,8,1.5
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,25,1,0,0,0,0,1,0,0,0.05,0.04,0.0,0.16,1,9,1.3333333333333333
0,16,1,0,0,0,0,2,0,0,0.08333333333333333,0.0625,0.0,0.1875,1,5,1.5
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,26,1,1,0,0,1,5,0,0,0.058823529411764705,0.038461538461538464,0.0,0.3076923076923077,3,7,1.7142857142857142
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,30,5,1,0,0,0,4,0,0,0.42857142857142855,0.2,0.1,0.23333333333333334,2,7,1.8571428571428572
0,29,1,0,0,0,0,3,0,0,0.05,0.034482758620689655,0.0,0.27586206896551724,1,7,2.0
0,23,3,0,0,0,0,4,0,0,0.17647058823529413,0.13043478260869565,0.0,0.13043478260869565,1,8,1.375
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,9,1,0,0,0,0,0,0,0,0.14285714285714285,0.1111111111111111,0.0,0.1111111111111111,1,9,1.0
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,34,2,1,0,0,0,1,0,0,0.23809523809523808,0.14705882352941177,0.0,0.23529411764705882,2,11,1.6363636363636365
0,7,1,0,0,0,0,1,0,0,0.16666666666666666,0.14285714285714285,0.0,0.0,1,7,1.0
0,35,2,0,0,0,0,2,0,0,0.11764705882352941,0.05714285714285714,0.22857142857142856,0.22857142857142856,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,33,2,0,0,0,0,2,0,0,0.13333333333333333,0.06060606060606061,0.24242424242424243,0.24242424242424243,2,10,1.6
0,8,1,0,0,0,0,2,0,0,0.16666666666666666,0.125,0.0,0.125,1,4,1.25
0,79,5,1,0,0,0,13,0,0,0.13725490196078433,0.08860759493670886,0.0379746835443038,0.22784810126582278,4,7,3.5714285714285716
0,12,2,1,0,0,0,2,0,0,1.2,0.5,0.0,0.08333333333333333,1,6,1.1666666666666667
0,78,3,0,0,0,0,6,0,0,0.05660377358490566,0.038461538461538464,0.0,0.28205128205128205,4,8,3.625
0,13,2,0,0,0,0,2,0,0,0.2,0.15384615384615385,0.0,0.07692307692307693,2,7,1.1428571428571428
0,41,2,1,0,0,0,6,0,0,0.0967741935483871,0.07317073170731707,0.0,0.17073170731707318,1,9,1.75
0,48,6,0,0,0,0,4,0,1,0.21428571428571427,0.125,0.0,0.2916666666666667,2,7,2.7142857142857144
0,44,2,1,0,0,0,5,0,0,0.11764705882352941,0.09090909090909091,0.0,0.13636363636363635,2,11,1.5454545454545454
0,50,3,0,0,0,0,7,0,0,0.07692307692307693,0.06,0.0,0.16,2,11,1.7272727272727273
0,41,1,0,0,0,0,6,0,0,0.02857142857142857,0.024390243902439025,0.0,0.12195121951219512,1,9,1.5555555555555556
0,17,2,1,0,0,0,3,0,0,0.3,0.17647058823529413,0.0,0.23529411764705882,1,7,1.5714285714285714
0,27,4,0,0,0,0,4,0,0,0.2,0.14814814814814814,0.0,0.1111111111111111,2,6,1.5
0,44,1,0,0,0,0,7,0,0,0.02857142857142857,0.022727272727272728,0.0,0.18181818181818182,1,7,2.0
0,39,3,0,0,0,0,5,0,0,0.1,0.07692307692307693,0.0,0.15384615384615385,2,10,1.5
