Class,no of chars,No of capitalised words,No of words with all caps,Single digits,more than one Digits,single letters,only letters,letters and numbers,single chars,Ratio to upper to lower chars,Ratio of upper to all chars,Ratio of Digits to all chars,Ration of non alphanumeric to all chars,Count of max repeating char,max of character lengths,minimum char diversity
0,59,3,0,0,0,0,9,0,0,0.06521739130434782,0.05084745762711865,0.0,0.1694915254237288,2,8,2.25
0,15,2,1,0,0,0,2,0,0,0.4,0.26666666666666666,0.0,0.06666666666666667,1,11,1.0909090909090908
0,79,2,0,0,0,0,11,0,0,0.05357142857142857,0.0379746835443038,0.0,0.25316455696202533,4,11,2.6363636363636362
0,79,3,0,0,0,1,10,0,0,0.05084745762711865,0.0379746835443038,0.0,0.21518987341772153,4,26,1.5384615384615383
0,78,5,0,0,0,1,13,0,0,0.09090909090909091,0.0641025641025641,0.0,0.23076923076923078,4,8,3.25
0,78,5,0,0,0,1,13,0,0,0.09090909090909091,0.0641025641025641,0.0,0.23076923076923078,4,8,3.25
0,33,3,0,0,0,0,5,0,0,0.11538461538461539,0.09090909090909091,0.0,0.12121212121212122,1,11,1.3636363636363638
0,41,3,1,0,0,0,4,0,0,0.10714285714285714,0.07317073170731707,0.0,0.24390243902439024,2,11,1.8888888888888888
0,15,3,0,0,0,0,3,0,0,0.3,0.2,0.0,0.13333333333333333,2,6,1.3333333333333333
0,36,4,0,0,0,0,4,0,0,0.16,0.1111111111111111,0.0,0.19444444444444445,2,8,1.75
0,42,6,1,0,0,0,7,0,0,0.3333333333333333,0.19047619047619047,0.0,0.23809523809523808,2,8,2.25
0,79,3,1,0,0,1,12,0,0,0.05263157894736842,0.0379746835443038,0.0,0.24050632911392406,4,9,3.111111111111111
0,48,6,0,0,0,0,4,0,1,0.21428571428571427,0.125,0.0,0.2916666666666667,2,7,2.7142857142857144
0,76,1,0,0,0,1,9,0,0,0.01694915254237288,0.013157894736842105,0.0,0.21052631578947367,4,10,2.5
0,79,3,1,0,0,1,12,0,0,0.0847457627118644,0.06329113924050633,0.0,0.189873417721519,4,11,2.3636363636363633
0,79,6,2,0,0,2,14,0,0,0.1836734693877551,0.11392405063291139,0.0,0.26582278481012656,4,7,4.0
0,38,2,0,0,0,0,7,0,0,0.06666666666666667,0.05263157894736842,0.0,0.15789473684210525,1,8,1.75
0,21,1,0,0,0,0,3,0,0,0.05555555555555555,0.047619047619047616,0.0,0.09523809523809523,1,9,1.2222222222222223
0,30,3,0,0,0,0,6,0,0,0.13636363636363635,0.1,0.0,0.16666666666666666,1,8,1.625
0,21,4,2,0,0,1,3,0,0,0.5454545454545454,0.2857142857142857,0.0,0.19047619047619047,1,7,1.5714285714285714
0,79,5,1,0,0,2,13,0,0,0.11320754716981132,0.0759493670886076,0.0,0.25316455696202533,4,8,3.375
0,27,2,0,0,0,0,4,0,0,0.09090909090909091,0.07407407407407407,0.0,0.1111111111111111,2,9,1.3333333333333333
0,37,2,0,0,0,0,3,0,0,0.1111111111111111,0.08108108108108109,0.0,0.1891891891891892,2,9,1.5555555555555556
0,10,1,1,0,0,0,2,0,0,0.5,0.3,0.0,0.1,2,6,1.1666666666666667
0,79,5,2,0,0,1,12,0,0,0.1836734693877551,0.11392405063291139,0.02531645569620253,0.24050632911392406,4,8,3.375
0,12,2,0,0,0,0,2,0,0,0.2222222222222222,0.16666666666666666,0.0,0.08333333333333333,1,6,1.1666666666666667
0,56,3,0,0,0,1,4,0,0,0.10256410256410256,0.07142857142857142,0.0,0.23214285714285715,2,12,1.9166666666666665
0,17,1,0,0,0,0,3,0,0,0.07142857142857142,0.058823529411764705,0.0,0.11764705882352941,1,6,1.3333333333333333
0,11,2,0,0,0,0,2,0,0,0.25,0.18181818181818182,0.0,0.09090909090909091,2,6,1.1666666666666667
0,13,1,0,0,0,0,2,0,0,0.09090909090909091,0.07692307692307693,0.0,0.07692307692307693,1,7,1.1428571428571428
0,44,5,0,0,0,1,3,0,0,0.22727272727272727,0.11363636363636363,0.0,0.38636363636363635,2,7,3.142857142857143
0,51,3,0,0,0,0,6,0,0,0.08108108108108109,0.058823529411764705,0.0,0.21568627450980393,1,8,2.25
0,79,3,0,0,0,0,11,0,0,0.05357142857142857,0.0379746835443038,0.0,0.25316455696202533,4,8,3.5
0,79,3,1,0,0,2,10,0,0,0.05454545454545454,0.0379746835443038,0.0,0.26582278481012656,4,8,3.5
0,79,4,0,0,0,1,10,0,0,0.1346153846153846,0.08860759493670886,0.0,0.25316455696202533,4,12,2.5833333333333335
0,45,2,0,0,0,0,4,0,0,0.06060606060606061,0.044444444444444446,0.0,0.2222222222222222,1,9,1.8888888888888888
0,79,5,1,0,0,0,9,0,0,0.18867924528301888,0.12658227848101267,0.0,0.20253164556962025,4,12,2.333333333333333
0,79,2,0,0,0,0,9,0,0,0.0392156862745098,0.02531645569620253,0.05063291139240506,0.27848101265822783,4,12,2.75
0,38,5,0,0,0,0,3,0,0,0.18518518518518517,0.13157894736842105,0.0,0.15789473684210525,2,9,1.5555555555555554
0,79,2,0,0,0,1,9,0,0,0.03278688524590164,0.02531645569620253,0.0,0.20253164556962025,4,11,2.4545454545454546
0,39,5,0,0,0,0,3,0,0,0.17857142857142858,0.1282051282051282,0.0,0.15384615384615385,2,9,1.5555555555555554
0,68,3,0,0,0,0,9,0,0,0.061224489795918366,0.04411764705882353,0.0,0.23529411764705882,1,9,2.7777777777777777
0,77,3,1,0,0,0,10,0,0,0.07272727272727272,0.05194805194805195,0.0,0.23376623376623376,4,9,2.7777777777777777
0,9,1,0,0,0,0,1,0,0,0.125,0.1111111111111111,0.0,0.0,2,9,1.0
0,10,1,1,0,0,0,2,0,0,0.5,0.3,0.0,0.1,2,6,1.1666666666666667
0,79,5,1,0,0,1,16,0,0,0.11538461538461539,0.0759493670886076,0.0,0.26582278481012656,4,6,4.333333333333333
0,79,6,0,0,0,1,13,0,0,0.10909090909090909,0.0759493670886076,0.0,0.22784810126582278,4,7,3.428571428571429
0,11,1,0,0,0,0,0,0,0,0.25,0.18181818181818182,0.0,0.09090909090909091,1,11,1.0
0,43,1,0,0,0,0,6,0,0,0.02857142857142857,0.023255813953488372,0.0,0.16279069767441862,2,12,1.5833333333333335
0,32,3,0,0,1,0,4,0,0,0.2,0.125,0.0625,0.1875,1,9,1.5555555555555554
0,19,2,2,0,0,0,3,1,0,0.5,0.2631578947368421,0.05263157894736842,0.15789473684210525,2,7,1.4285714285714286
0,23,2,0,0,1,0,2,0,0,0.14285714285714285,0.08695652173913043,0.13043478260869565,0.17391304347826086,2,6,1.5
0,31,3,1,0,0,0,4,0,0,0.23809523809523808,0.16129032258064516,0.0,0.16129032258064516,1,10,1.5
0,17,3,1,0,0,0,3,0,0,0.3333333333333333,0.17647058823529413,0.0,0.29411764705882354,1,5,2.0
0,33,1,0,0,0,0,4,0,0,0.034482758620689655,0.030303030303030304,0.0,0.09090909090909091,2,10,1.3
0,63,3,0,0,0,0,8,0,0,0.05660377358490566,0.047619047619047616,0.0,0.1111111111111111,2,11,1.6363636363636362
0,61,1,0,0,0,0,9,0,0,0.019230769230769232,0.01639344262295082,0.0,0.13114754098360656,1,11,1.7272727272727273
0,32,1,0,0,0,0,3,0,0,0.04,0.03125,0.0,0.1875,1,8,1.75
0,40,2,0,0,0,0,5,0,0,0.058823529411764705,0.05,0.0,0.1,1,10,1.4
0,76,10,0,0,0,0,8,0,0,0.19607843137254902,0.13157894736842105,0.0,0.19736842105263158,4,13,2.0769230769230766
0,36,4,0,0,0,1,3,0,0,0.16666666666666666,0.1111111111111111,0.0,0.2222222222222222,2,9,1.7777777777777777
0,10,2,0,0,0,0,2,0,0,0.2857142857142857,0.2,0.0,0.1,2,5,1.2
0,78,6,0,0,0,0,14,0,0,0.10909090909090909,0.07692307692307693,0.0,0.21794871794871795,4,7,3.4285714285714284
0,49,3,0,0,0,0,4,0,0,0.08108108108108109,0.061224489795918366,0.0,0.1836734693877551,1,11,1.7272727272727275
0,79,3,0,0,0,1,10,0,0,0.05084745762711865,0.0379746835443038,0.0,0.21518987341772153,4,10,2.7
0,79,3,0,0,0,0,13,0,0,0.06779661016949153,0.05063291139240506,0.0,0.20253164556962025,4,12,2.333333333333333
0,69,3,0,0,0,0,8,0,0,0.057692307692307696,0.043478260869565216,0.0,0.2028985507246377,2,10,2.2
0,79,5,1,0,0,1,14,0,0,0.09433962264150944,0.06329113924050633,0.0,0.26582278481012656,4,7,3.857142857142857
0,55,2,1,0,0,0,9,1,0,0.07142857142857142,0.05454545454545454,0.01818181818181818,0.16363636363636364,2,8,2.125
0,79,2,0,0,0,0,10,0,0,0.034482758620689655,0.02531645569620253,0.0,0.24050632911392406,4,8,3.25
0,29,3,0,0,0,0,5,0,0,0.13636363636363635,0.10344827586206896,0.0,0.13793103448275862,1,8,1.5
0,19,1,1,0,0,1,3,0,0,0.0625,0.05263157894736842,0.0,0.10526315789473684,1,10,1.2
0,46,3,0,0,0,0,7,0,0,0.08108108108108109,0.06521739130434782,0.0,0.13043478260869565,1,11,1.5454545454545454
0,79,2,1,0,0,0,0,1,1,0.13157894736842105,0.06329113924050633,0.189873417721519,0.26582278481012656,4,67,1.1343283582089552
0,16,2,0,0,0,0,3,0,0,0.2727272727272727,0.1875,0.0,0.125,1,6,1.3333333333333333
0,24,2,0,0,0,0,2,0,0,0.14285714285714285,0.08333333333333333,0.0,0.3333333333333333,1,8,1.5
0,45,7,2,0,0,0,7,0,0,0.4583333333333333,0.24444444444444444,0.0,0.2222222222222222,2,9,2.0
0,13,1,0,0,0,0,2,0,0,0.09090909090909091,0.07692307692307693,0.0,0.07692307692307693,1,7,1.1428571428571428
0,79,4,2,0,0,1,11,0,0,0.25,0.13924050632911392,0.0,0.3037974683544304,4,8,4.0
0,78,8,0,0,0,0,7,0,0,0.15384615384615385,0.10256410256410256,0.0,0.23076923076923078,4,12,2.5
0,64,4,0,0,0,2,9,0,0,0.08888888888888889,0.0625,0.0,0.234375,2,7,2.857142857142857
0,78,7,1,0,0,0,11,0,0,0.2608695652173913,0.15384615384615385,0.0,0.2564102564102564,4,7,3.857142857142857
0,79,3,0,0,0,0,7,0,0,0.08620689655172414,0.06329113924050633,0.0,0.20253164556962025,4,12,2.25
0,79,5,0,0,0,0,10,0,0,0.09090909090909091,0.06329113924050633,0.0,0.24050632911392406,4,10,2.8
0,18,0,0,0,0,1,4,1,0,0.0,0.0,0.05555555555555555,0.2222222222222222,1,5,1.8
0,75,4,1,0,0,1,8,0,0,0.125,0.08,0.0,0.28,4,11,2.7272727272727275
0,13,1,1,0,0,0,2,0,0,0.5,0.3076923076923077,0.0,0.07692307692307693,1,8,1.125
0,4,1,0,0,0,0,1,0,0,0.3333333333333333,0.25,0.0,0.0,1,4,1.0
0,4,1,0,0,0,0,1,0,0,0.3333333333333333,0.25,0.0,0.0,1,4,1.0
0,42,4,0,0,0,0,2,0,0,0.16666666666666666,0.11904761904761904,0.0,0.16666666666666666,2,13,1.4615384615384617
0,17,2,0,0,0,0,3,0,0,0.15384615384615385,0.11764705882352941,0.0,0.11764705882352941,2,7,1.2857142857142856
0,18,3,1,0,0,1,5,0,0,0.2727272727272727,0.16666666666666666,0.0,0.2222222222222222,1,4,2.0
0,60,1,0,0,0,0,6,0,0,0.02040816326530612,0.016666666666666666,0.0,0.16666666666666666,2,11,1.8181818181818183
0,16,2,0,0,0,0,2,0,0,0.15384615384615385,0.125,0.0,0.0625,1,8,1.125
0,31,3,0,0,0,0,4,0,0,0.12,0.0967741935483871,0.0,0.0967741935483871,2,9,1.3333333333333333
0,37,2,1,0,0,0,6,0,0,0.14285714285714285,0.10810810810810811,0.0,0.13513513513513514,2,12,1.4166666666666667
0,78,3,0,0,0,0,9,0,0,0.13725490196078433,0.08974358974358974,0.02564102564102564,0.23076923076923078,4,7,3.428571428571429
0,77,5,0,0,0,0,11,0,0,0.08928571428571429,0.06493506493506493,0.0,0.2077922077922078,4,11,2.4545454545454546
0,10,1,0,0,0,0,1,0,0,0.1111111111111111,0.1,0.0,0.0,1,10,1.0
0,78,5,0,0,0,0,9,0,0,0.09090909090909091,0.0641025641025641,0.0,0.23076923076923078,4,10,2.7
0,79,2,0,0,0,0,9,0,0,0.03225806451612903,0.02531645569620253,0.0,0.189873417721519,4,12,2.0833333333333335
0,21,2,1,0,0,0,5,0,0,0.3076923076923077,0.19047619047619047,0.0,0.19047619047619047,1,4,2.0
0,34,1,0,0,0,0,5,0,0,0.034482758620689655,0.029411764705882353,0.0,0.11764705882352941,1,9,1.4444444444444444
0,63,1,0,0,0,0,8,0,0,0.0196078431372549,0.015873015873015872,0.0,0.1746031746031746,2,9,2.2222222222222223
0,122,2,0,0,0,0,16,0,0,0.020202020202020204,0.01639344262295082,0.0,0.1721311475409836,4,10,3.0
0,79,3,0,0,0,1,13,0,0,0.05,0.0379746835443038,0.0,0.20253164556962025,4,9,2.7777777777777777
0,108,5,1,0,0,2,15,0,0,0.06493506493506493,0.046296296296296294,0.0,0.24074074074074073,4,11,3.3636363636363638
0,10,2,0,0,0,0,2,0,0,0.2857142857142857,0.2,0.0,0.1,1,5,1.2
0,87,3,0,0,0,0,12,0,0,0.046153846153846156,0.034482758620689655,0.0,0.21839080459770116,4,8,3.375
0,69,10,1,0,0,0,7,0,0,0.26666666666666666,0.17391304347826086,0.0,0.17391304347826086,2,13,1.9230769230769231
0,82,4,0,0,0,1,14,0,0,0.06779661016949153,0.04878048780487805,0.0,0.23170731707317074,4,10,2.8
0,23,1,0,0,0,0,4,0,0,0.05263157894736842,0.043478260869565216,0.0,0.13043478260869565,1,8,1.375
0,48,6,1,0,0,1,7,0,0,0.21212121212121213,0.14583333333333334,0.0,0.16666666666666666,1,11,1.6363636363636365
0,53,1,0,0,0,0,8,0,0,0.022222222222222223,0.018867924528301886,0.0,0.1320754716981132,2,9,1.7777777777777777
0,56,2,0,0,0,0,9,0,0,0.045454545454545456,0.03571428571428571,0.0,0.17857142857142858,2,9,2.111111111111111
0,41,3,0,0,0,0,1,0,0,0.13333333333333333,0.0975609756097561,0.0,0.17073170731707318,1,16,1.25
0,45,0,0,0,0,0,9,0,0,0.0,0.0,0.0,0.17777777777777778,2,7,2.142857142857143
0,42,4,0,0,0,0,2,0,0,0.1724137931034483,0.11904761904761904,0.0,0.19047619047619047,1,14,1.3571428571428572
0,51,0,0,0,0,0,7,0,0,0.0,0.0,0.0,0.23529411764705882,2,7,2.571428571428571
0,33,4,0,0,0,0,2,0,0,0.17391304347826086,0.12121212121212122,0.0,0.18181818181818182,2,11,1.4545454545454546
0,15,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.13333333333333333,2,8,1.1666666666666667
0,18,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.05555555555555555,1,10,1.1
0,40,2,0,0,0,0,6,0,0,0.06060606060606061,0.05,0.0,0.125,2,11,1.4545454545454546
0,22,4,1,0,0,0,4,0,0,0.46153846153846156,0.2727272727272727,0.0,0.13636363636363635,2,7,1.4285714285714286
0,9,2,2,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,1,5,1.4
0,51,1,0,0,0,0,7,0,0,0.022727272727272728,0.0196078431372549,0.0,0.11764705882352941,1,12,1.5
0,9,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.1111111111111111,1,6,1.1666666666666667
0,32,3,0,0,0,0,7,0,0,0.13043478260869565,0.09375,0.0,0.1875,1,5,2.2
0,45,1,0,0,0,0,4,0,0,0.02702702702702703,0.022222222222222223,0.0,0.15555555555555556,2,9,1.7777777777777777
0,45,1,0,0,0,0,4,0,0,0.027777777777777776,0.022222222222222223,0.0,0.17777777777777778,1,13,1.4615384615384617
0,32,1,0,0,0,0,5,0,0,0.037037037037037035,0.03125,0.0,0.125,1,9,1.4444444444444444
0,45,1,0,0,0,0,6,0,0,0.02564102564102564,0.022222222222222223,0.0,0.1111111111111111,2,10,1.5
0,47,1,0,0,0,0,2,0,0,0.02564102564102564,0.02127659574468085,0.0,0.14893617021276595,1,11,1.6
0,34,2,0,0,0,0,4,0,0,0.08,0.058823529411764705,0.0,0.20588235294117646,2,7,2.0
0,30,2,0,0,0,0,5,0,0,0.08333333333333333,0.06666666666666667,0.0,0.13333333333333333,2,7,1.5714285714285714
0,38,1,0,0,0,0,5,0,0,0.030303030303030304,0.02631578947368421,0.0,0.10526315789473684,1,13,1.3076923076923077
0,46,2,0,0,0,0,5,0,0,0.05263157894736842,0.043478260869565216,0.0,0.13043478260869565,1,10,1.5
0,34,2,1,0,0,0,3,0,0,0.15384615384615385,0.11764705882352941,0.0,0.11764705882352941,2,11,1.272727272727273
0,39,1,0,0,0,0,2,0,0,0.03225806451612903,0.02564102564102564,0.0,0.1794871794871795,2,8,1.75
0,34,2,0,0,0,0,6,0,0,0.07407407407407407,0.058823529411764705,0.0,0.14705882352941177,2,7,1.7142857142857144
0,44,3,0,0,0,0,6,0,0,0.08333333333333333,0.06818181818181818,0.0,0.11363636363636363,1,12,1.4166666666666667
0,42,2,0,0,0,0,7,0,0,0.125,0.09523809523809523,0.0,0.14285714285714285,2,8,1.75
0,38,1,0,0,0,0,8,0,0,0.03333333333333333,0.02631578947368421,0.0,0.18421052631578946,1,7,2.0
0,44,2,0,0,0,0,6,0,0,0.05405405405405406,0.045454545454545456,0.0,0.11363636363636363,2,12,1.4166666666666667
0,41,1,0,0,0,0,4,0,0,0.030303030303030304,0.024390243902439025,0.0,0.17073170731707318,1,10,1.7
0,40,2,1,0,0,0,6,0,0,0.09375,0.075,0.0,0.125,2,10,1.5
0,38,2,0,0,0,0,5,0,0,0.07142857142857142,0.05263157894736842,0.0,0.21052631578947367,2,7,2.0
0,42,1,1,0,0,0,4,0,0,0.05714285714285714,0.047619047619047616,0.0,0.11904761904761904,2,16,1.25
0,41,2,0,0,0,0,6,0,0,0.058823529411764705,0.04878048780487805,0.0,0.12195121951219512,2,8,1.625
0,33,1,0,0,0,0,4,0,0,0.034482758620689655,0.030303030303030304,0.0,0.09090909090909091,2,10,1.3
0,34,1,0,0,0,0,5,0,0,0.034482758620689655,0.029411764705882353,0.0,0.11764705882352941,1,10,1.4
0,27,1,0,0,0,0,3,0,0,0.045454545454545456,0.037037037037037035,0.0,0.14814814814814814,1,10,1.3
0,9,1,0,0,0,0,1,0,0,0.125,0.1111111111111111,0.0,0.0,2,9,1.0
0,36,1,0,0,0,0,3,0,0,0.034482758620689655,0.027777777777777776,0.0,0.16666666666666666,1,13,1.4615384615384617
0,37,1,0,0,0,0,7,0,0,0.03333333333333333,0.02702702702702703,0.0,0.16216216216216217,1,6,2.0
0,17,1,1,0,0,1,3,0,0,0.08333333333333333,0.058823529411764705,0.0,0.23529411764705882,1,6,1.5
0,24,4,0,0,0,0,3,0,0,0.25,0.16666666666666666,0.0,0.16666666666666666,2,9,1.3333333333333333
0,100,1,0,0,0,1,19,0,0,0.012987012987012988,0.01,0.0,0.22,4,10,3.2
0,55,2,1,0,0,3,9,0,0,0.05128205128205128,0.03636363636363636,0.0,0.2545454545454545,1,7,3.0
0,27,5,2,0,0,0,4,0,0,0.4666666666666667,0.25925925925925924,0.0,0.18518518518518517,2,7,1.7142857142857144
0,26,1,1,0,0,0,2,0,0,0.058823529411764705,0.038461538461538464,0.0,0.3076923076923077,3,13,1.3076923076923077
0,24,1,0,0,0,0,4,0,0,0.05555555555555555,0.041666666666666664,0.0,0.20833333333333334,2,5,1.8
0,80,6,0,0,0,0,9,0,0,0.125,0.0875,0.0,0.2125,4,12,2.416666666666667
0,69,4,0,0,0,0,7,0,0,0.0784313725490196,0.057971014492753624,0.0,0.2028985507246377,2,10,2.3
0,57,4,0,0,0,0,5,0,0,0.1,0.07017543859649122,0.0,0.22807017543859648,2,8,2.375
0,41,5,0,0,0,0,5,0,0,0.16666666666666666,0.12195121951219512,0.0,0.14634146341463414,2,10,1.6
0,79,2,0,0,0,0,9,0,0,0.031746031746031744,0.02531645569620253,0.0,0.17721518987341772,4,14,2.0
0,34,4,1,0,0,0,5,0,0,0.3333333333333333,0.17647058823529413,0.11764705882352941,0.17647058823529413,2,9,1.6666666666666665
0,85,2,0,0,0,1,14,0,0,0.03125,0.023529411764705882,0.0,0.2235294117647059,4,9,3.111111111111111
0,53,4,0,0,0,0,5,0,0,0.1111111111111111,0.07547169811320754,0.0,0.24528301886792453,2,9,2.333333333333333
0,74,9,0,0,0,0,10,0,0,0.18,0.12162162162162163,0.0,0.20270270270270271,4,10,2.5
0,35,2,0,0,0,0,5,0,0,0.06896551724137931,0.05714285714285714,0.0,0.11428571428571428,1,10,1.4
0,35,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.22857142857142856,2,5,2.4000000000000004
0,32,1,0,0,0,0,4,0,0,0.038461538461538464,0.03125,0.0,0.15625,1,11,1.3636363636363638
0,55,2,0,0,0,0,9,0,0,0.044444444444444446,0.03636363636363636,0.0,0.14545454545454545,2,10,1.8
0,68,7,1,0,0,0,9,0,0,0.23809523809523808,0.14705882352941177,0.04411764705882353,0.19117647058823528,2,17,1.6470588235294117
0,36,2,0,0,0,0,5,0,0,0.06666666666666667,0.05555555555555555,0.0,0.1111111111111111,1,7,1.5714285714285714
0,32,1,0,0,0,0,3,0,0,0.04,0.03125,0.0,0.1875,2,10,1.6
0,152,5,1,0,0,2,25,0,0,0.07476635514018691,0.05263157894736842,0.0,0.24342105263157895,4,8,5.625
0,50,2,0,0,0,0,7,0,1,0.05405405405405406,0.04,0.0,0.22,2,10,2.0
0,84,3,0,0,0,0,11,0,0,0.04477611940298507,0.03571428571428571,0.0,0.16666666666666666,4,10,2.4
0,49,3,0,0,0,0,4,0,0,0.07692307692307693,0.061224489795918366,0.0,0.14285714285714285,1,14,1.4285714285714286
0,68,2,0,0,0,0,7,0,0,0.0392156862745098,0.029411764705882353,0.014705882352941176,0.20588235294117646,2,9,2.5555555555555554
0,21,3,0,0,0,0,3,0,1,0.21428571428571427,0.14285714285714285,0.0,0.19047619047619047,2,8,1.5
0,58,1,0,0,0,0,8,0,0,0.021739130434782608,0.017241379310344827,0.0,0.1896551724137931,2,9,2.2222222222222223
0,37,2,0,0,0,0,6,0,0,0.06666666666666667,0.05405405405405406,0.0,0.13513513513513514,2,7,1.7142857142857144
0,37,1,0,0,0,0,5,0,0,0.03125,0.02702702702702703,0.0,0.10810810810810811,1,9,1.4444444444444444
0,41,1,0,0,1,0,5,0,0,0.03571428571428571,0.024390243902439025,0.04878048780487805,0.24390243902439024,4,9,1.6666666666666667
0,54,1,0,0,0,0,9,0,1,0.027777777777777776,0.018518518518518517,0.07407407407407407,0.24074074074074073,3,7,2.833333333333333
0,24,5,2,0,0,0,4,0,0,0.5833333333333334,0.2916666666666667,0.0,0.20833333333333334,2,7,1.7142857142857144
0,21,1,0,0,0,0,3,0,0,0.05555555555555555,0.047619047619047616,0.0,0.09523809523809523,2,11,1.1818181818181819
0,30,1,0,0,0,0,6,0,0,0.041666666666666664,0.03333333333333333,0.0,0.16666666666666666,2,6,1.8333333333333335
0,15,0,0,0,0,0,0,1,0,0.0,0.0,0.13333333333333333,0.3333333333333333,3,7,1.2857142857142856
0,51,7,0,0,0,0,6,0,0,0.2,0.13725490196078433,0.0,0.17647058823529413,2,8,2.125
0,40,2,0,0,0,0,2,0,0,0.06451612903225806,0.05,0.0,0.175,1,11,1.5454545454545454
0,16,2,0,0,0,0,3,0,0,0.5,0.25,0.0,0.25,1,4,1.75
0,30,3,1,0,0,0,4,0,0,0.22727272727272727,0.16666666666666666,0.0,0.1,2,8,1.375
0,17,3,2,0,0,1,4,0,0,0.4,0.23529411764705882,0.0,0.17647058823529413,1,8,1.375
0,18,2,1,0,0,0,3,0,0,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,2,8,1.25
0,67,3,0,0,0,0,10,0,0,0.05660377358490566,0.04477611940298507,0.0,0.16417910447761194,1,10,2.0
0,19,3,2,0,0,1,3,1,0,2.75,0.5789473684210527,0.05263157894736842,0.15789473684210525,1,6,1.5
0,25,3,0,0,0,0,5,0,0,0.16666666666666666,0.12,0.0,0.16,2,7,1.5714285714285714
0,37,1,0,0,0,0,6,0,0,0.03225806451612903,0.02702702702702703,0.0,0.13513513513513514,2,8,1.625
0,45,2,0,0,0,0,6,0,0,0.05263157894736842,0.044444444444444446,0.0,0.1111111111111111,2,11,1.4545454545454546
0,41,2,0,0,0,0,7,0,0,0.06451612903225806,0.04878048780487805,0.0,0.1951219512195122,2,8,1.875
0,19,1,1,0,0,1,4,0,0,0.06666666666666667,0.05263157894736842,0.0,0.15789473684210525,2,7,1.4285714285714286
0,21,2,1,0,0,1,5,0,0,0.13333333333333333,0.09523809523809523,0.0,0.19047619047619047,1,7,1.5714285714285714
0,10,1,0,0,0,0,1,0,0,0.1111111111111111,0.1,0.0,0.0,2,10,1.0
0,16,2,0,0,0,0,3,0,0,0.16666666666666666,0.125,0.0,0.125,2,6,1.3333333333333333
0,18,1,0,0,0,0,4,0,0,0.07142857142857142,0.05555555555555555,0.0,0.16666666666666666,1,6,1.5
0,36,3,0,0,0,0,5,0,0,0.12,0.08333333333333333,0.0,0.2222222222222222,2,6,2.1666666666666665
0,30,3,1,0,0,0,4,0,0,0.22727272727272727,0.16666666666666666,0.0,0.1,2,8,1.375
0,31,1,0,0,0,0,4,0,0,0.04,0.03225806451612903,0.0,0.16129032258064516,2,11,1.3636363636363635
0,17,3,2,0,0,1,4,0,0,0.4,0.23529411764705882,0.0,0.17647058823529413,1,8,1.375
0,21,1,0,0,0,0,3,0,0,0.05555555555555555,0.047619047619047616,0.0,0.09523809523809523,2,11,1.1818181818181819
0,25,3,0,0,0,0,4,0,0,0.2222222222222222,0.16,0.0,0.12,2,10,1.3
0,21,2,0,0,0,0,3,0,0,0.11764705882352941,0.09523809523809523,0.0,0.09523809523809523,2,8,1.25
0,16,2,0,0,0,0,3,0,0,0.5,0.25,0.0,0.25,1,4,1.75
0,13,3,0,0,0,0,3,0,0,0.375,0.23076923076923078,0.0,0.15384615384615385,1,5,1.4
0,5,1,0,0,0,0,1,0,0,0.25,0.2,0.0,0.0,2,5,1.0
0,7,1,0,0,0,0,1,0,0,0.16666666666666666,0.14285714285714285,0.0,0.0,1,7,1.0
0,19,3,0,0,0,0,3,0,0,0.21428571428571427,0.15789473684210525,0.0,0.10526315789473684,1,7,1.2857142857142856
0,20,3,1,0,0,0,5,0,0,0.3333333333333333,0.2,0.0,0.2,1,6,1.6666666666666665
0,35,1,0,0,0,0,2,0,0,0.03225806451612903,0.02857142857142857,0.0,0.08571428571428572,1,12,1.1666666666666665
0,31,2,0,0,0,0,5,0,0,0.08695652173913043,0.06451612903225806,0.0,0.1935483870967742,1,8,1.625
0,31,2,1,0,0,0,6,0,0,0.18181818181818182,0.12903225806451613,0.0,0.16129032258064516,1,6,1.8333333333333335
0,48,2,0,0,0,0,8,0,0,0.05128205128205128,0.041666666666666664,0.0,0.14583333333333334,2,9,1.7777777777777777
0,27,1,0,0,0,0,2,0,0,0.043478260869565216,0.037037037037037035,0.0,0.1111111111111111,1,9,1.25
0,42,1,0,0,0,0,6,0,0,0.027777777777777776,0.023809523809523808,0.0,0.11904761904761904,2,10,1.5
0,13,1,0,0,0,0,3,0,0,0.1,0.07692307692307693,0.0,0.15384615384615385,2,5,1.4
0,27,1,1,0,0,0,5,0,0,0.15,0.1111111111111111,0.0,0.14814814814814814,1,8,1.5
0,21,2,0,0,0,0,3,0,0,0.11764705882352941,0.09523809523809523,0.0,0.09523809523809523,2,8,1.25
0,21,1,0,0,0,0,3,0,0,0.05555555555555555,0.047619047619047616,0.0,0.09523809523809523,2,11,1.1818181818181819
0,49,2,0,0,0,0,6,0,0,0.05,0.04081632653061224,0.0,0.14285714285714285,2,9,1.7777777777777777
